,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,quality
1235,6.0,0.33,0.32,0.054000000000000006,113.0,0.99572,0.56,low
1236,7.8,0.55,0.0,0.07,17.0,0.99659,0.64,low
1237,7.1,0.75,0.01,0.059,18.0,0.99242,0.4,low
1238,8.1,0.73,0.0,0.081,24.0,0.99798,0.46,low
1239,6.5,0.67,0.0,0.057,20.0,0.99488,0.56,low
1240,7.5,0.61,0.2,0.076,60.0,0.99494,0.4,low
1241,9.8,0.37,0.39,0.079,65.0,0.99729,0.59,low
1242,9.0,0.4,0.41,0.058,40.0,0.99414,0.6,low
1243,8.3,0.56,0.22,0.08199999999999999,86.0,0.9983,0.62,low
1244,5.9,0.29,0.25,0.067,160.0,0.99721,0.54,low
1245,7.4,0.55,0.19,0.08199999999999999,34.0,0.99655,0.68,low
1246,7.4,0.74,0.07,0.086,48.0,0.99502,0.48,low
1247,7.4,0.55,0.19,0.08199999999999999,34.0,0.99655,0.68,low
1248,6.9,0.41,0.33,0.081,36.0,0.9949,0.75,low
1249,7.1,0.6,0.01,0.079,37.0,0.99514,0.61,low
1250,7.1,0.6,0.01,0.079,37.0,0.99514,0.61,low
1251,7.5,0.58,0.14,0.077,60.0,0.9963,0.59,low
1252,7.1,0.72,0.0,0.123,14.0,0.99627,0.58,low
1253,7.9,0.66,0.0,0.096,13.0,0.99569,0.58,low
1254,7.8,0.7,0.06,0.079,35.0,0.99628,0.69,low
1255,6.1,0.64,0.02,0.069,46.0,0.99358,0.45,low
1256,7.5,0.59,0.22,0.08199999999999999,60.0,0.99499,0.42,low
1257,7.0,0.58,0.28,0.085,69.0,0.99633,0.7,low
1258,6.8,0.64,0.0,0.123,33.0,0.99538,0.63,low
1259,6.8,0.64,0.0,0.123,33.0,0.99538,0.63,low
1260,8.6,0.635,0.68,0.403,56.0,0.99632,1.15,low
1261,6.3,1.02,0.0,0.083,24.0,0.99437,0.55,low
1262,9.8,0.45,0.38,0.081,66.0,0.99726,0.58,low
1263,8.2,0.78,0.0,0.08900000000000001,26.0,0.9978,0.46,low
1264,8.5,0.37,0.32,0.066,51.0,0.99456,0.72,low
1265,7.2,0.57,0.05,0.081,36.0,0.99564,0.6,low
1266,7.2,0.57,0.05,0.081,36.0,0.99564,0.6,low
1267,10.4,0.43,0.5,0.068,19.0,0.996,0.87,low
1268,6.9,0.41,0.31,0.079,51.0,0.99668,0.55,low
1269,5.5,0.49,0.03,0.044,87.0,0.9908,0.82,high
1270,5.0,0.38,0.01,0.048,60.0,0.99084,0.75,low
1271,7.3,0.44,0.2,0.049,64.0,0.9935,0.57,low
1272,5.9,0.46,0.0,0.077,44.0,0.99385,0.53,low
1273,7.5,0.58,0.2,0.073,44.0,0.99494,0.43,low
1274,7.8,0.58,0.13,0.102,36.0,0.9944,0.53,low
1275,8.0,0.715,0.22,0.075,81.0,0.99688,0.54,low
1276,8.5,0.4,0.4,0.05,10.0,0.99566,0.56,low
1277,7.0,0.69,0.0,0.114,10.0,0.99636,0.6,low
1278,8.0,0.715,0.22,0.075,81.0,0.99688,0.54,low
1279,9.8,0.3,0.39,0.062,9.0,0.9948,0.57,high
1280,7.1,0.46,0.2,0.077,54.0,0.9956,0.64,low
1281,7.1,0.46,0.2,0.077,54.0,0.9956,0.64,low
1282,7.9,0.765,0.0,0.084,22.0,0.99619,0.68,low
1283,8.7,0.63,0.28,0.096,69.0,0.99734,0.63,low
1284,7.0,0.42,0.19,0.071,36.0,0.99476,0.56,low
1285,11.3,0.37,0.5,0.09,47.0,0.99734,0.57,low
1286,7.1,0.16,0.44,0.068,31.0,0.99328,0.54,low
1287,8.0,0.6,0.08,0.056,7.0,0.99286,0.37,low
1288,7.0,0.6,0.3,0.068,110.0,0.99914,1.17,low
1289,7.0,0.6,0.3,0.068,110.0,0.99914,1.17,low
1290,7.6,0.74,0.0,0.1,12.0,0.99521,0.59,low
1291,8.2,0.635,0.1,0.073,60.0,0.99638,0.75,low
1292,5.9,0.395,0.13,0.056,28.0,0.99362,0.67,low
1293,7.5,0.755,0.0,0.084,12.0,0.99672,0.49,low
1294,8.2,0.635,0.1,0.073,60.0,0.99638,0.75,low
1295,6.6,0.63,0.0,0.093,77.5,0.99558,0.45,low
1296,6.6,0.63,0.0,0.093,77.5,0.99558,0.45,low
1297,7.2,0.53,0.14,0.064,29.0,0.99323,0.61,low
1298,5.7,0.6,0.0,0.063,18.0,0.99191,0.56,low
1299,7.6,1.58,0.0,0.13699999999999998,9.0,0.99476,0.4,low
1300,5.2,0.645,0.0,0.08,28.0,0.99444,0.61,low
1301,6.7,0.86,0.07,0.1,57.0,0.99598,0.74,low
1302,9.1,0.37,0.32,0.064,15.0,0.99576,0.8,low
1303,8.0,0.28,0.44,0.081,68.0,0.99501,0.66,low
1304,7.6,0.79,0.21,0.087,68.0,0.9955,0.44,low
1305,7.5,0.61,0.26,0.073,88.0,0.99612,0.53,low
1306,9.7,0.69,0.32,0.08800000000000001,91.0,0.9979,0.62,low
1307,6.8,0.68,0.09,0.068,29.0,0.99524,0.52,low
1308,9.7,0.69,0.32,0.08800000000000001,91.0,0.9979,0.62,low
1309,7.0,0.62,0.1,0.071,63.0,0.996,0.61,low
1310,7.5,0.61,0.26,0.073,88.0,0.99612,0.53,low
1311,6.5,0.51,0.15,0.064,27.0,0.9929,0.59,low
1312,8.0,1.18,0.21,0.083,41.0,0.99532,0.47,low
1313,7.0,0.36,0.21,0.086,65.0,0.99558,0.54,low
1314,7.0,0.36,0.21,0.086,69.0,0.99556,0.53,low
1315,7.5,0.63,0.27,0.083,91.0,0.99616,0.58,low
1316,5.4,0.74,0.0,0.041,46.0,0.99258,0.59,low
1317,9.9,0.44,0.46,0.091,41.0,0.99638,0.69,low
1318,7.5,0.63,0.27,0.083,91.0,0.99616,0.58,low
1319,9.1,0.76,0.68,0.414,64.0,0.99652,1.33,low
1320,9.7,0.66,0.34,0.094,88.0,0.99796,0.66,low
1321,5.0,0.74,0.0,0.041,46.0,0.99258,0.59,low
1322,9.1,0.34,0.42,0.058,18.0,0.99392,0.55,low
1323,9.1,0.36,0.39,0.06,55.0,0.99495,0.82,high
1324,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,low
1325,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,low
1326,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,low
1327,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,low
1328,6.5,0.52,0.11,0.073,38.0,0.9955,0.52,low
1329,7.4,0.6,0.26,0.083,91.0,0.99616,0.56,low
1330,7.4,0.6,0.26,0.083,91.0,0.99616,0.56,low
1331,7.8,0.87,0.26,0.107,67.0,0.99668,0.46,low
1332,8.4,0.39,0.1,0.075,25.0,0.99581,0.43,low
1333,9.1,0.775,0.22,0.079,48.0,0.9976,0.51,low
1334,7.2,0.835,0.0,0.166,11.0,0.99608,0.52,low
1335,6.6,0.58,0.02,0.069,40.0,0.99387,0.66,low
1336,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,low
1337,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,low
1338,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,low
1339,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,low
1340,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,low
1341,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,low
1342,7.6,0.54,0.02,0.085,31.0,0.99589,0.51,low
1343,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,low
1344,11.5,0.42,0.48,0.077,20.0,0.99852,0.53,low
1345,8.2,0.44,0.24,0.063,28.0,0.99613,0.53,low
1346,6.1,0.59,0.01,0.056,13.0,0.99472,0.56,low
1347,7.2,0.655,0.03,0.078,12.0,0.99587,0.39,low
1348,7.2,0.655,0.03,0.078,12.0,0.99587,0.39,low
1349,6.9,0.57,0.0,0.081,41.0,0.99518,0.52,low
1350,9.0,0.6,0.29,0.069,73.0,0.99654,0.57,low
1351,7.2,0.62,0.01,0.065,46.0,0.99332,0.51,low
1352,7.6,0.645,0.03,0.086,57.0,0.9969,0.46,low
1353,7.6,0.645,0.03,0.086,57.0,0.9969,0.46,low
1354,7.2,0.58,0.03,0.077,28.0,0.99568,0.52,low
1355,6.1,0.32,0.25,0.086,32.0,0.99464,0.44,low
1356,6.1,0.34,0.25,0.084,28.0,0.99464,0.44,low
1357,7.3,0.43,0.24,0.078,67.0,0.99648,0.59,low
1358,7.4,0.64,0.17,0.168,98.0,0.99736,0.5,low
1359,11.6,0.475,0.4,0.091,28.0,0.99704,0.65,low
1360,9.2,0.54,0.31,0.112,38.0,0.99699,0.56,low
1361,8.3,0.85,0.14,0.093,54.0,0.99724,0.54,low
1362,11.6,0.475,0.4,0.091,28.0,0.99704,0.65,low
1363,8.0,0.83,0.27,0.08,63.0,0.99652,0.48,low
1364,7.2,0.605,0.02,0.096,31.0,0.995,0.53,low
1365,7.8,0.5,0.09,0.115,42.0,0.9971,0.62,low
1366,7.3,0.74,0.08,0.094,45.0,0.99576,0.5,low
1367,6.9,0.54,0.3,0.08800000000000001,105.0,0.99725,1.18,low
1368,8.0,0.77,0.32,0.079,74.0,0.99656,0.5,low
1369,6.6,0.61,0.0,0.069,8.0,0.99396,0.37,low
1370,8.7,0.78,0.51,0.415,66.0,0.99623,1.17,low
1371,7.5,0.58,0.56,0.153,14.0,0.99476,1.03,low
1372,8.7,0.78,0.51,0.415,66.0,0.99623,1.17,low
1373,7.7,0.75,0.27,0.11,89.0,0.99664,0.45,low
1374,6.8,0.815,0.0,0.267,29.0,0.99471,0.51,low
1375,7.2,0.56,0.26,0.083,100.0,0.99586,0.52,low
1376,8.2,0.885,0.2,0.086,31.0,0.9946,0.46,low
1377,5.2,0.49,0.26,0.09,74.0,0.9953,0.62,low
1378,7.2,0.45,0.15,0.078,28.0,0.99609,0.51,low
1379,7.5,0.57,0.02,0.077,35.0,0.99557,0.62,low
1380,7.5,0.57,0.02,0.077,35.0,0.99557,0.62,low
1381,6.8,0.83,0.09,0.07400000000000001,25.0,0.99534,0.45,low
1382,8.0,0.6,0.22,0.08,105.0,0.99613,0.49,low
1383,8.0,0.6,0.22,0.08,105.0,0.99613,0.49,low
1384,7.1,0.755,0.15,0.107,84.0,0.99593,0.5,low
1385,8.0,0.81,0.25,0.076,85.0,0.99668,0.42,low
1386,7.4,0.64,0.07,0.1,23.0,0.9961,0.58,low
1387,7.4,0.64,0.07,0.1,23.0,0.9961,0.58,low
1388,6.6,0.64,0.31,0.083,49.0,0.99718,0.68,low
1389,6.7,0.48,0.02,0.08,111.0,0.99524,0.53,low
1390,6.0,0.49,0.0,0.068,33.0,0.99292,0.59,low
1391,8.0,0.64,0.22,0.094,33.0,0.99612,0.58,low
1392,7.1,0.62,0.06,0.07,12.0,0.9942,0.48,low
1393,8.0,0.52,0.25,0.078,59.0,0.99612,0.48,low
1394,6.4,0.57,0.14,0.07,73.0,0.99669,0.48,low
1395,8.6,0.685,0.1,0.092,12.0,0.99745,0.65,low
1396,8.7,0.675,0.1,0.09,11.0,0.99745,0.65,low
1397,7.3,0.59,0.26,0.08,104.0,0.99584,0.52,low
1398,7.0,0.6,0.12,0.083,28.0,0.9966,0.62,high
1399,7.2,0.67,0.0,0.068,24.0,0.9956,0.72,low
1400,7.9,0.69,0.21,0.08,141.0,0.9962,0.51,low
1401,7.9,0.69,0.21,0.08,141.0,0.9962,0.51,low
1402,7.6,0.3,0.42,0.052000000000000005,24.0,0.9963,0.82,low
1403,7.2,0.33,0.33,0.061,13.0,0.996,1.1,high
1404,8.0,0.5,0.39,0.08199999999999999,46.0,0.9985,0.62,low
1405,7.7,0.28,0.3,0.062,34.0,0.9952,0.9,high
1406,8.2,0.24,0.34,0.062,22.0,0.9974,0.94,low
1407,6.0,0.51,0.0,0.064,54.0,0.995,0.93,low
1408,8.1,0.29,0.36,0.048,53.0,0.995,1.01,high
1409,6.0,0.51,0.0,0.064,54.0,0.995,0.93,low
1410,6.6,0.96,0.0,0.08199999999999999,16.0,0.9936,0.44,low
1411,6.4,0.47,0.4,0.071,19.0,0.9963,0.73,low
1412,8.2,0.24,0.34,0.062,22.0,0.9974,0.94,low
1413,9.9,0.57,0.25,0.104,89.0,0.9963,0.9,low
1414,10.0,0.32,0.59,0.077,15.0,0.9994,0.78,low
1415,6.2,0.58,0.0,0.065,18.0,0.9966,0.84,low
1416,10.0,0.32,0.59,0.077,15.0,0.9994,0.78,low
1417,7.3,0.34,0.33,0.064,37.0,0.9952,0.77,high
1418,7.8,0.53,0.01,0.077,19.0,0.995,0.46,low
1419,7.7,0.64,0.21,0.077,133.0,0.9956,0.45,low
1420,7.8,0.53,0.01,0.077,19.0,0.995,0.46,low
1421,7.5,0.4,0.18,0.079,58.0,0.9965,0.58,low
1422,7.0,0.54,0.0,0.079,55.0,0.9956,0.84,low
1423,6.4,0.53,0.09,0.123,31.0,0.9968,0.67,low
1424,8.3,0.26,0.37,0.076,23.0,0.9974,0.7,low
1425,8.3,0.26,0.37,0.076,23.0,0.9974,0.7,low
1426,7.7,0.23,0.37,0.046,60.0,0.9971,0.71,low
1427,7.6,0.41,0.33,0.078,23.0,0.9957,0.58,low
1428,7.8,0.64,0.0,0.07200000000000001,55.0,0.9962,0.63,low
1429,7.9,0.18,0.4,0.049,67.0,0.996,0.93,low
1430,7.4,0.41,0.24,0.066,47.0,0.9956,0.62,low
1431,7.6,0.43,0.31,0.069,74.0,0.9958,0.54,low
1432,5.9,0.44,0.0,0.042,11.0,0.9944,0.85,low
1433,6.1,0.4,0.16,0.069,25.0,0.9955,0.74,high
1434,10.2,0.54,0.37,0.214,95.0,1.00369,0.77,low
1435,10.2,0.54,0.37,0.214,95.0,1.00369,0.77,low
1436,10.0,0.38,0.38,0.16899999999999998,90.0,0.99914,0.65,low
1437,6.8,0.915,0.29,0.07,39.0,0.99577,0.54,low
1438,7.0,0.59,0.0,0.052000000000000005,8.0,0.996,0.47,low
1439,7.3,0.67,0.02,0.07200000000000001,92.0,0.99566,0.68,low
1440,7.2,0.37,0.32,0.062,28.0,0.9947,0.73,high
1441,7.4,0.785,0.19,0.094,98.0,0.99713,0.52,low
1442,6.9,0.63,0.02,0.078,30.0,0.99712,0.75,low
1443,6.9,0.58,0.2,0.058,22.0,0.99322,0.49,low
1444,7.3,0.67,0.02,0.07200000000000001,92.0,0.99566,0.68,low
1445,7.4,0.785,0.19,0.094,98.0,0.99713,0.52,low
1446,6.9,0.63,0.02,0.078,30.0,0.99712,0.75,low
1447,6.8,0.67,0.0,0.08,39.0,0.99701,0.74,low
1448,6.9,0.58,0.01,0.08,54.0,0.99683,0.73,low
1449,7.2,0.38,0.31,0.056,29.0,0.99472,0.76,high
1450,7.2,0.37,0.32,0.062,28.0,0.9947,0.73,high
1451,7.8,0.32,0.44,0.104,17.0,0.99732,0.78,high
1452,6.6,0.58,0.02,0.062,53.0,0.99374,0.76,high
1453,7.6,0.49,0.33,0.07400000000000001,85.0,0.99706,0.58,low
1454,11.7,0.45,0.63,0.073,23.0,0.99974,0.69,low
1455,6.5,0.9,0.0,0.052000000000000005,17.0,0.99467,0.63,low
1456,6.0,0.54,0.06,0.05,89.0,0.99236,0.5,low
1457,7.6,0.49,0.33,0.07400000000000001,85.0,0.99706,0.58,low
1458,8.4,0.29,0.4,0.067,20.0,0.99603,0.6,low
1459,7.9,0.2,0.35,0.054000000000000006,15.0,0.99458,0.8,high
1460,6.4,0.42,0.09,0.054000000000000006,64.0,0.99724,0.68,low
1461,6.2,0.785,0.0,0.06,13.0,0.99664,0.61,low
1462,6.8,0.64,0.03,0.075,31.0,0.99545,0.58,low
1463,6.9,0.63,0.01,0.076,39.0,0.99522,0.53,low
1464,6.8,0.59,0.1,0.063,53.0,0.9958,0.67,low
1465,6.8,0.59,0.1,0.063,53.0,0.9958,0.67,low
1466,7.3,0.48,0.32,0.062,54.0,0.99728,0.65,high
1467,6.7,1.04,0.08,0.067,32.0,0.99648,0.57,low
1468,7.3,0.48,0.32,0.062,54.0,0.99728,0.65,high
1469,7.3,0.98,0.05,0.061,49.0,0.99705,0.55,low
1470,10.0,0.69,0.11,0.084,24.0,0.99578,0.47,low
1471,6.7,0.7,0.08,0.067,16.0,0.99334,0.52,low
1472,7.6,0.35,0.6,0.073,44.0,0.99656,0.79,low
1473,6.1,0.6,0.08,0.071,45.0,0.99336,0.54,low
1474,9.9,0.5,0.5,0.205,82.0,1.00242,0.75,low
1475,5.3,0.47,0.11,0.048,89.0,0.99182,0.88,high
1476,9.9,0.5,0.5,0.205,82.0,1.00242,0.75,low
1477,5.3,0.47,0.11,0.048,89.0,0.99182,0.88,high
1478,7.1,0.875,0.05,0.08199999999999999,14.0,0.99808,0.52,low
1479,8.2,0.28,0.6,0.104,22.0,0.99828,0.68,low
1480,5.6,0.62,0.03,0.08,13.0,0.99498,0.62,low
1481,8.2,0.28,0.6,0.104,22.0,0.99828,0.68,low
1482,7.2,0.58,0.54,0.114,9.0,0.99719,0.57,low
1483,8.1,0.33,0.44,0.042,12.0,0.99542,0.61,low
1484,6.8,0.91,0.06,0.06,11.0,0.99592,0.64,low
1485,7.0,0.655,0.16,0.07400000000000001,25.0,0.99606,0.55,low
1486,6.8,0.68,0.21,0.07,23.0,0.99546,0.6,low
1487,6.0,0.64,0.05,0.066,17.0,0.99496,0.78,low
1488,5.6,0.54,0.04,0.049,13.0,0.9942,0.58,low
1489,6.2,0.57,0.1,0.048,11.0,0.99448,0.76,low
1490,7.1,0.22,0.49,0.039,18.0,0.99344,0.56,low
1491,5.6,0.54,0.04,0.049,13.0,0.9942,0.58,low
1492,6.2,0.65,0.06,0.05,18.0,0.99348,0.54,low
1493,7.7,0.54,0.26,0.08900000000000001,147.0,0.99636,0.59,low
1494,6.4,0.31,0.09,0.066,28.0,0.99459,0.7,high
1495,7.0,0.43,0.02,0.08,28.0,0.99492,0.81,low
1496,7.7,0.54,0.26,0.08900000000000001,147.0,0.99636,0.59,low
1497,6.9,0.74,0.03,0.054000000000000006,16.0,0.99508,0.63,low
1498,6.6,0.895,0.04,0.068,13.0,0.99582,0.58,low
1499,6.9,0.74,0.03,0.054000000000000006,16.0,0.99508,0.63,low
1500,7.5,0.725,0.04,0.076,15.0,0.99508,0.53,low
1501,7.8,0.82,0.29,0.083,64.0,0.99642,0.53,low
1502,7.3,0.585,0.18,0.078,60.0,0.99638,0.54,low
1503,6.2,0.44,0.39,0.077,14.0,0.99555,0.69,low
1504,7.5,0.38,0.57,0.106,12.0,0.99605,0.55,low
1505,6.7,0.76,0.02,0.078,12.0,0.996,0.63,low
1506,6.8,0.81,0.05,0.07,14.0,0.99562,0.66,low
1507,7.5,0.38,0.57,0.106,12.0,0.99605,0.55,low
1508,7.1,0.27,0.6,0.07400000000000001,25.0,0.99814,0.72,low
1509,7.9,0.18,0.4,0.062,20.0,0.9941,0.7,low
1510,6.4,0.36,0.21,0.047,48.0,0.99661,0.77,low
1511,7.1,0.69,0.04,0.068,27.0,0.99712,0.67,low
1512,6.4,0.79,0.04,0.061,17.0,0.99588,0.65,low
1513,6.4,0.56,0.15,0.078,65.0,0.99294,0.6,low
1514,6.9,0.84,0.21,0.07400000000000001,65.0,0.99842,0.72,low
1515,6.9,0.84,0.21,0.07400000000000001,65.0,0.99842,0.72,low
1516,6.1,0.32,0.25,0.071,58.0,0.99633,0.97,low
1517,6.5,0.53,0.06,0.063,44.0,0.99489,0.83,low
1518,7.4,0.47,0.46,0.114,20.0,0.99647,0.63,low
1519,6.6,0.7,0.08,0.106,27.0,0.99665,0.58,low
1520,6.5,0.53,0.06,0.063,44.0,0.99489,0.83,low
1521,6.9,0.48,0.2,0.08199999999999999,23.0,0.99585,0.43,low
1522,6.1,0.32,0.25,0.071,58.0,0.99633,0.97,low
1523,6.8,0.48,0.25,0.076,61.0,0.9953,0.6,low
1524,6.0,0.42,0.19,0.075,47.0,0.99522,0.78,low
1525,6.7,0.48,0.08,0.064,34.0,0.99552,0.64,low
1526,6.8,0.47,0.08,0.064,38.0,0.99553,0.65,low
1527,7.1,0.53,0.07,0.071,24.0,0.9951,0.66,low
1528,7.9,0.29,0.49,0.096,59.0,0.99714,0.67,low
1529,7.1,0.69,0.08,0.063,52.0,0.99608,0.6,low
1530,6.6,0.44,0.09,0.063,18.0,0.99444,0.69,low
1531,6.1,0.705,0.1,0.081,28.0,0.99631,0.66,low
1532,7.2,0.53,0.13,0.058,22.0,0.99573,0.68,low
1533,8.0,0.39,0.3,0.07400000000000001,84.0,0.99717,0.61,low
1534,6.6,0.56,0.14,0.064,29.0,0.99397,0.62,high
1535,7.0,0.55,0.13,0.075,35.0,0.9959,0.59,low
1536,6.1,0.53,0.08,0.077,45.0,0.99528,0.68,low
1537,5.4,0.58,0.08,0.059,31.0,0.99484,0.64,low
1538,6.2,0.64,0.09,0.081,26.0,0.99538,0.63,low
1539,7.2,0.39,0.32,0.065,60.0,0.99714,0.78,low
1540,6.2,0.52,0.08,0.071,32.0,0.99646,0.63,low
1541,7.4,0.25,0.29,0.054000000000000006,49.0,0.99666,0.76,high
1542,6.7,0.855,0.02,0.064,38.0,0.99472,0.56,low
1543,11.1,0.44,0.42,0.064,19.0,0.99758,0.57,low
1544,8.4,0.37,0.43,0.063,19.0,0.9955,0.81,high
1545,6.5,0.63,0.33,0.059,28.0,0.99531,0.64,low
1546,7.0,0.57,0.02,0.07200000000000001,26.0,0.99575,0.61,low
1547,6.3,0.6,0.1,0.048,26.0,0.99306,0.51,low
1548,11.2,0.4,0.5,0.099,50.0,0.99783,0.58,low
1549,7.4,0.36,0.3,0.07400000000000001,24.0,0.99419,0.7,high
1550,7.1,0.68,0.0,0.087,26.0,0.99783,0.53,low
1551,7.1,0.67,0.0,0.083,27.0,0.99768,0.54,low
1552,6.3,0.68,0.01,0.103,54.0,0.99586,0.66,low
1553,7.3,0.735,0.0,0.08,28.0,0.99765,0.6,low
1554,6.6,0.855,0.02,0.062,23.0,0.99627,0.6,low
1555,7.0,0.56,0.17,0.065,24.0,0.99514,0.68,high
1556,6.6,0.88,0.04,0.066,20.0,0.99636,0.56,low
1557,6.6,0.855,0.02,0.062,23.0,0.99627,0.6,low
1558,6.9,0.63,0.33,0.235,115.0,0.99787,0.56,low
1559,7.8,0.6,0.26,0.08,131.0,0.99622,0.52,low
1560,7.8,0.6,0.26,0.08,131.0,0.99622,0.52,low
1561,7.8,0.6,0.26,0.08,131.0,0.99622,0.52,low
1562,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,low
1563,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,low
1564,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,low
1565,6.7,0.67,0.02,0.061,42.0,0.99489,0.82,low
1566,6.7,0.16,0.64,0.059,52.0,0.99494,0.71,low
1567,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,low
1568,7.0,0.56,0.13,0.077,42.0,0.99629,0.59,low
1569,6.2,0.51,0.14,0.056,34.0,0.99396,0.57,low
1570,6.4,0.36,0.53,0.23,35.0,0.9934,0.93,low
1571,6.4,0.38,0.14,0.038,25.0,0.99514,0.65,low
1572,7.3,0.69,0.32,0.069,104.0,0.99632,0.51,low
1573,6.0,0.58,0.2,0.075,50.0,0.99467,0.67,low
1574,5.6,0.31,0.78,0.07400000000000001,92.0,0.99677,0.48,low
1575,7.5,0.52,0.4,0.06,20.0,0.99474,0.64,low
1576,8.0,0.3,0.63,0.081,29.0,0.99588,0.78,low
1577,6.2,0.7,0.15,0.076,27.0,0.99622,0.6,low
1578,6.8,0.67,0.15,0.118,20.0,0.9954,0.67,low
1579,6.2,0.56,0.09,0.053,32.0,0.99402,0.6,low
1580,7.4,0.35,0.33,0.068,26.0,0.9947,0.6,low
1581,6.2,0.56,0.09,0.053,32.0,0.99402,0.6,low
1582,6.1,0.715,0.1,0.053,27.0,0.99362,0.5,low
1583,6.2,0.46,0.29,0.07400000000000001,98.0,0.99578,0.62,low
1584,6.7,0.32,0.44,0.061,34.0,0.99484,0.8,high
1585,7.2,0.39,0.44,0.066,48.0,0.99494,0.84,low
1586,7.5,0.31,0.41,0.065,60.0,0.99492,0.85,low
1587,5.8,0.61,0.11,0.066,28.0,0.99483,0.66,low
1588,7.2,0.66,0.33,0.068,102.0,0.99414,0.78,low
1589,6.6,0.725,0.2,0.073,79.0,0.9977,0.54,low
1590,6.3,0.55,0.15,0.077,35.0,0.99314,0.82,low
1591,5.4,0.74,0.09,0.08900000000000001,26.0,0.99402,0.56,low
1592,6.3,0.51,0.13,0.076,40.0,0.99574,0.75,low
1593,6.8,0.62,0.08,0.068,38.0,0.99651,0.82,low
1594,6.2,0.6,0.08,0.09,44.0,0.9949,0.58,low
1595,5.9,0.55,0.1,0.062,51.0,0.99512,0.76,low
1596,6.3,0.51,0.13,0.076,40.0,0.99574,0.75,low
1597,5.9,0.645,0.12,0.075,44.0,0.99547,0.71,low
1598,6.0,0.31,0.47,0.067,42.0,0.99549,0.66,low
